steps,date,interval
NA,2012/10/1,1100
NA,2012/10/1,1105
NA,2012/10/1,1110
NA,2012/10/1,1115
NA,2012/10/1,1120
NA,2012/10/1,1125
NA,2012/10/1,1130
NA,2012/10/1,1135
NA,2012/10/1,1140
NA,2012/10/1,1145
NA,2012/10/1,1150
NA,2012/10/1,1155
NA,2012/10/1,1200
NA,2012/10/1,1205
NA,2012/10/1,1210
NA,2012/10/1,1215
NA,2012/10/1,1220
NA,2012/10/1,1225
NA,2012/10/1,1230
NA,2012/10/1,1235
NA,2012/10/1,1240
NA,2012/10/1,1245
NA,2012/10/1,1250
NA,2012/10/1,1255
NA,2012/10/1,1300
NA,2012/10/1,1305
NA,2012/10/1,1310
NA,2012/10/1,1315
NA,2012/10/1,1320
NA,2012/10/1,1325
NA,2012/10/1,1330
NA,2012/10/1,1335
NA,2012/10/1,1340
NA,2012/10/1,1345
NA,2012/10/1,1350
NA,2012/10/1,1355
NA,2012/10/1,1400
NA,2012/10/1,1405
NA,2012/10/1,1410
NA,2012/10/1,1415
NA,2012/10/1,1420
NA,2012/10/1,1425
NA,2012/10/1,1430
NA,2012/10/1,1435
NA,2012/10/1,1440
NA,2012/10/1,1445
NA,2012/10/1,1450
NA,2012/10/1,1455
NA,2012/10/1,1500
NA,2012/10/1,1505
NA,2012/10/1,1510
NA,2012/10/1,1515
NA,2012/10/1,1520
NA,2012/10/1,1525
NA,2012/10/1,1530
NA,2012/10/1,1535
NA,2012/10/1,1540
NA,2012/10/1,1545
NA,2012/10/1,1550
NA,2012/10/1,1555
NA,2012/10/1,1600
NA,2012/10/1,1605
NA,2012/10/1,1610
NA,2012/10/1,1615
NA,2012/10/1,1620
NA,2012/10/1,1625
NA,2012/10/1,1630
NA,2012/10/1,1635
NA,2012/10/1,1640
NA,2012/10/1,1645
NA,2012/10/1,1650
NA,2012/10/1,1655
NA,2012/10/1,1700
NA,2012/10/1,1705
NA,2012/10/1,1710
NA,2012/10/1,1715
NA,2012/10/1,1720
NA,2012/10/1,1725
NA,2012/10/1,1730
NA,2012/10/1,1735
NA,2012/10/1,1740
NA,2012/10/1,1745
NA,2012/10/1,1750
NA,2012/10/1,1755
NA,2012/10/1,1800
NA,2012/10/1,1805
NA,2012/10/1,1810
NA,2012/10/1,1815
NA,2012/10/1,1820
NA,2012/10/1,1825
NA,2012/10/1,1830
NA,2012/10/1,1835
NA,2012/10/1,1840
NA,2012/10/1,1845
NA,2012/10/1,1850
NA,2012/10/1,1855
NA,2012/10/1,1900
NA,2012/10/1,1905
NA,2012/10/1,1910
NA,2012/10/1,1915
NA,2012/10/1,1920
NA,2012/10/1,1925
NA,2012/10/1,1930
NA,2012/10/1,1935
NA,2012/10/1,1940
NA,2012/10/1,1945
NA,2012/10/1,1950
NA,2012/10/1,1955
NA,2012/10/1,2000
NA,2012/10/1,2005
NA,2012/10/1,2010
NA,2012/10/1,2015
NA,2012/10/1,2020
NA,2012/10/1,2025
NA,2012/10/1,2030
NA,2012/10/1,2035
NA,2012/10/1,2040
NA,2012/10/1,2045
NA,2012/10/1,2050
NA,2012/10/1,2055
NA,2012/10/1,2100
NA,2012/10/1,2105
NA,2012/10/1,2110
NA,2012/10/1,2115
NA,2012/10/1,2120
NA,2012/10/1,2125
NA,2012/10/1,2130
NA,2012/10/1,2135
NA,2012/10/1,2140
NA,2012/10/1,2145
NA,2012/10/1,2150
NA,2012/10/1,2155
NA,2012/10/1,2200
NA,2012/10/1,2205
NA,2012/10/1,2210
NA,2012/10/1,2215
NA,2012/10/1,2220
NA,2012/10/1,2225
NA,2012/10/1,2230
NA,2012/10/1,2235
NA,2012/10/1,2240
NA,2012/10/1,2245
NA,2012/10/1,2250
NA,2012/10/1,2255
NA,2012/10/1,2300
NA,2012/10/1,2305
NA,2012/10/1,2310
NA,2012/10/1,2315
NA,2012/10/1,2320
NA,2012/10/1,2325
NA,2012/10/1,2330
NA,2012/10/1,2335
NA,2012/10/1,2340
NA,2012/10/1,2345
NA,2012/10/1,2350
NA,2012/10/1,2355
0,2012/10/2,0
0,2012/10/2,5
0,2012/10/2,10
0,2012/10/2,15
0,2012/10/2,20
0,2012/10/2,25
0,2012/10/2,30
0,2012/10/2,35
0,2012/10/2,40
0,2012/10/2,45
0,2012/10/2,50
0,2012/10/2,55
0,2012/10/2,100
0,2012/10/2,105
0,2012/10/2,110
0,2012/10/2,115
0,2012/10/2,120
0,2012/10/2,125
0,2012/10/2,130
0,2012/10/2,135
0,2012/10/2,140
0,2012/10/2,145
0,2012/10/2,150
0,2012/10/2,155
0,2012/10/2,200
0,2012/10/2,205
0,2012/10/2,210
0,2012/10/2,215
0,2012/10/2,220
0,2012/10/2,225
0,2012/10/2,230
0,2012/10/2,235
0,2012/10/2,240
0,2012/10/2,245
0,2012/10/2,250
0,2012/10/2,255
0,2012/10/2,300
0,2012/10/2,305
0,2012/10/2,310
0,2012/10/2,315
0,2012/10/2,320
0,2012/10/2,325
0,2012/10/2,330
0,2012/10/2,335
0,2012/10/2,340
0,2012/10/2,345
0,2012/10/2,350
0,2012/10/2,355
0,2012/10/2,400
0,2012/10/2,405
0,2012/10/2,410
0,2012/10/2,415
0,2012/10/2,420
0,2012/10/2,425
0,2012/10/2,430
0,2012/10/2,435
0,2012/10/2,440
0,2012/10/2,445
0,2012/10/2,450
0,2012/10/2,455
0,2012/10/2,500
0,2012/10/2,505
0,2012/10/2,510
0,2012/10/2,515
0,2012/10/2,520
0,2012/10/2,525
0,2012/10/2,530
0,2012/10/2,535
0,2012/10/2,540
0,2012/10/2,545
0,2012/10/2,550
0,2012/10/2,555
0,2012/10/2,600
0,2012/10/2,605
0,2012/10/2,610
0,2012/10/2,615
0,2012/10/2,620
0,2012/10/2,625
0,2012/10/2,630
0,2012/10/2,635
0,2012/10/2,640
0,2012/10/2,645
0,2012/10/2,650
0,2012/10/2,655
0,2012/10/2,700
0,2012/10/2,705
0,2012/10/2,710
0,2012/10/2,715
0,2012/10/2,720
0,2012/10/2,725
0,2012/10/2,730
0,2012/10/2,735
0,2012/10/2,740
0,2012/10/2,745
0,2012/10/2,750
0,2012/10/2,755
0,2012/10/2,800
0,2012/10/2,805
0,2012/10/2,810
0,2012/10/2,815
0,2012/10/2,820
0,2012/10/2,825
0,2012/10/2,830
0,2012/10/2,835
0,2012/10/2,840
0,2012/10/2,845
0,2012/10/2,850
0,2012/10/2,855
0,2012/10/2,900
0,2012/10/2,905
0,2012/10/2,910
0,2012/10/2,915
0,2012/10/2,920
0,2012/10/2,925
0,2012/10/2,930
0,2012/10/2,935
0,2012/10/2,940
0,2012/10/2,945
0,2012/10/2,950
0,2012/10/2,955
0,2012/10/2,1000
0,2012/10/2,1005
0,2012/10/2,1010
0,2012/10/2,1015
0,2012/10/2,1020
0,2012/10/2,1025
0,2012/10/2,1030
0,2012/10/2,1035
0,2012/10/2,1040
0,2012/10/2,1045
0,2012/10/2,1050
0,2012/10/2,1055
0,2012/10/2,1100
0,2012/10/2,1105
0,2012/10/2,1110
0,2012/10/2,1115
0,2012/10/2,1120
0,2012/10/2,1125
0,2012/10/2,1130
0,2012/10/2,1135
0,2012/10/2,1140
0,2012/10/2,1145
0,2012/10/2,1150
0,2012/10/2,1155
0,2012/10/2,1200
0,2012/10/2,1205
0,2012/10/2,1210
0,2012/10/2,1215
0,2012/10/2,1220
0,2012/10/2,1225
0,2012/10/2,1230
0,2012/10/2,1235
0,2012/10/2,1240
0,2012/10/2,1245
0,2012/10/2,1250
0,2012/10/2,1255
0,2012/10/2,1300
0,2012/10/2,1305
0,2012/10/2,1310
0,2012/10/2,1315
0,2012/10/2,1320
0,2012/10/2,1325
0,2012/10/2,1330
0,2012/10/2,1335
0,2012/10/2,1340
0,2012/10/2,1345
0,2012/10/2,1350
0,2012/10/2,1355
0,2012/10/2,1400
0,2012/10/2,1405
0,2012/10/2,1410
0,2012/10/2,1415
0,2012/10/2,1420
0,2012/10/2,1425
0,2012/10/2,1430
0,2012/10/2,1435
0,2012/10/2,1440
0,2012/10/2,1445
0,2012/10/2,1450
0,2012/10/2,1455
0,2012/10/2,1500
0,2012/10/2,1505
0,2012/10/2,1510
0,2012/10/2,1515
0,2012/10/2,1520
0,2012/10/2,1525
0,2012/10/2,1530
0,2012/10/2,1535
0,2012/10/2,1540
0,2012/10/2,1545
0,2012/10/2,1550
0,2012/10/2,1555
0,2012/10/2,1600
0,2012/10/2,1605
0,2012/10/2,1610
0,2012/10/2,1615
0,2012/10/2,1620
0,2012/10/2,1625
0,2012/10/2,1630
0,2012/10/2,1635
0,2012/10/2,1640
0,2012/10/2,1645
0,2012/10/2,1650
0,2012/10/2,1655
0,2012/10/2,1700
0,2012/10/2,1705
0,2012/10/2,1710
0,2012/10/2,1715
0,2012/10/2,1720
0,2012/10/2,1725
0,2012/10/2,1730
0,2012/10/2,1735
0,2012/10/2,1740
0,2012/10/2,1745
0,2012/10/2,1750
0,2012/10/2,1755
0,2012/10/2,1800
0,2012/10/2,1805
0,2012/10/2,1810
0,2012/10/2,1815
0,2012/10/2,1820
0,2012/10/2,1825
0,2012/10/2,1830
0,2012/10/2,1835
0,2012/10/2,1840
0,2012/10/2,1845
0,2012/10/2,1850
0,2012/10/2,1855
0,2012/10/2,1900
0,2012/10/2,1905
0,2012/10/2,1910
0,2012/10/2,1915
0,2012/10/2,1920
0,2012/10/2,1925
0,2012/10/2,1930
0,2012/10/2,1935
0,2012/10/2,1940
0,2012/10/2,1945
0,2012/10/2,1950
0,2012/10/2,1955
0,2012/10/2,2000
0,2012/10/2,2005
0,2012/10/2,2010
0,2012/10/2,2015
0,2012/10/2,2020
0,2012/10/2,2025
0,2012/10/2,2030
0,2012/10/2,2035
0,2012/10/2,2040
0,2012/10/2,2045
0,2012/10/2,2050
0,2012/10/2,2055
0,2012/10/2,2100
0,2012/10/2,2105
0,2012/10/2,2110
0,2012/10/2,2115
0,2012/10/2,2120
0,2012/10/2,2125
0,2012/10/2,2130
0,2012/10/2,2135
0,2012/10/2,2140
0,2012/10/2,2145
0,2012/10/2,2150
0,2012/10/2,2155
0,2012/10/2,2200
0,2012/10/2,2205
117,2012/10/2,2210
9,2012/10/2,2215
0,2012/10/2,2220
0,2012/10/2,2225
0,2012/10/2,2230
0,2012/10/2,2235
0,2012/10/2,2240
0,2012/10/2,2245
0,2012/10/2,2250
0,2012/10/2,2255
0,2012/10/2,2300
0,2012/10/2,2305
0,2012/10/2,2310
0,2012/10/2,2315
0,2012/10/2,2320
0,2012/10/2,2325
0,2012/10/2,2330
0,2012/10/2,2335
0,2012/10/2,2340
0,2012/10/2,2345
0,2012/10/2,2350
0,2012/10/2,2355
0,2012/10/3,0
0,2012/10/3,5
0,2012/10/3,10
0,2012/10/3,15
0,2012/10/3,20
0,2012/10/3,25
0,2012/10/3,30
0,2012/10/3,35
0,2012/10/3,40
0,2012/10/3,45
0,2012/10/3,50
0,2012/10/3,55
0,2012/10/3,100
0,2012/10/3,105
0,2012/10/3,110
0,2012/10/3,115
0,2012/10/3,120
0,2012/10/3,125
0,2012/10/3,130
0,2012/10/3,135
0,2012/10/3,140
0,2012/10/3,145
0,2012/10/3,150
0,2012/10/3,155
0,2012/10/3,200
0,2012/10/3,205
0,2012/10/3,210
0,2012/10/3,215
0,2012/10/3,220
0,2012/10/3,225
0,2012/10/3,230
0,2012/10/3,235
0,2012/10/3,240
0,2012/10/3,245
0,2012/10/3,250
0,2012/10/3,255
0,2012/10/3,300
0,2012/10/3,305
0,2012/10/3,310
0,2012/10/3,315
0,2012/10/3,320
0,2012/10/3,325
0,2012/10/3,330
0,2012/10/3,335
0,2012/10/3,340
0,2012/10/3,345
0,2012/10/3,350
0,2012/10/3,355
0,2012/10/3,400
0,2012/10/3,405
4,2012/10/3,410
0,2012/10/3,415
0,2012/10/3,420
0,2012/10/3,425
36,2012/10/3,430
0,2012/10/3,435
0,2012/10/3,440
0,2012/10/3,445
0,2012/10/3,450
0,2012/10/3,455
0,2012/10/3,500
0,2012/10/3,505
0,2012/10/3,510
0,2012/10/3,515
0,2012/10/3,520
0,2012/10/3,525
0,2012/10/3,530
25,2012/10/3,535
0,2012/10/3,540
0,2012/10/3,545
90,2012/10/3,550
411,2012/10/3,555
413,2012/10/3,600
415,2012/10/3,605
519,2012/10/3,610
529,2012/10/3,615
613,2012/10/3,620
562,2012/10/3,625
612,2012/10/3,630
534,2012/10/3,635
323,2012/10/3,640
600,2012/10/3,645
533,2012/10/3,650
251,2012/10/3,655
56,2012/10/3,700
0,2012/10/3,705
32,2012/10/3,710
80,2012/10/3,715
10,2012/10/3,720
9,2012/10/3,725
145,2012/10/3,730
46,2012/10/3,735
0,2012/10/3,740
44,2012/10/3,745
126,2012/10/3,750
42,2012/10/3,755
138,2012/10/3,800
53,2012/10/3,805
0,2012/10/3,810
0,2012/10/3,815
22,2012/10/3,820
57,2012/10/3,825
161,2012/10/3,830
19,2012/10/3,835
15,2012/10/3,840
0,2012/10/3,845
16,2012/10/3,850
0,2012/10/3,855
0,2012/10/3,900
8,2012/10/3,905
0,2012/10/3,910
51,2012/10/3,915
516,2012/10/3,920
245,2012/10/3,925
0,2012/10/3,930
161,2012/10/3,935
7,2012/10/3,940
0,2012/10/3,945
0,2012/10/3,950
0,2012/10/3,955
0,2012/10/3,1000
0,2012/10/3,1005
0,2012/10/3,1010
0,2012/10/3,1015
0,2012/10/3,1020
0,2012/10/3,1025
0,2012/10/3,1030
0,2012/10/3,1035
0,2012/10/3,1040
0,2012/10/3,1045
0,2012/10/3,1050
0,2012/10/3,1055
0,2012/10/3,1100
0,2012/10/3,1105
0,2012/10/3,1110
0,2012/10/3,1115
0,2012/10/3,1120
0,2012/10/3,1125
0,2012/10/3,1130
72,2012/10/3,1135
73,2012/10/3,1140
0,2012/10/3,1145
0,2012/10/3,1150
116,2012/10/3,1155
97,2012/10/3,1200
0,2012/10/3,1205
0,2012/10/3,1210
0,2012/10/3,1215
0,2012/10/3,1220
0,2012/10/3,1225
15,2012/10/3,1230
0,2012/10/3,1235
0,2012/10/3,1240
0,2012/10/3,1245
0,2012/10/3,1250
0,2012/10/3,1255
80,2012/10/3,1300
69,2012/10/3,1305
0,2012/10/3,1310
0,2012/10/3,1315
0,2012/10/3,1320
0,2012/10/3,1325
0,2012/10/3,1330
0,2012/10/3,1335
0,2012/10/3,1340
99,2012/10/3,1345
100,2012/10/3,1350
0,2012/10/3,1355
0,2012/10/3,1400
33,2012/10/3,1405
0,2012/10/3,1410
0,2012/10/3,1415
7,2012/10/3,1420
0,2012/10/3,1425
0,2012/10/3,1430
0,2012/10/3,1435
0,2012/10/3,1440
0,2012/10/3,1445
0,2012/10/3,1450
0,2012/10/3,1455
0,2012/10/3,1500
0,2012/10/3,1505
0,2012/10/3,1510
0,2012/10/3,1515
0,2012/10/3,1520
0,2012/10/3,1525
0,2012/10/3,1530
0,2012/10/3,1535
0,2012/10/3,1540
88,2012/10/3,1545
154,2012/10/3,1550
0,2012/10/3,1555
20,2012/10/3,1600
0,2012/10/3,1605
0,2012/10/3,1610
0,2012/10/3,1615
0,2012/10/3,1620
0,2012/10/3,1625
0,2012/10/3,1630
0,2012/10/3,1635
0,2012/10/3,1640
0,2012/10/3,1645
0,2012/10/3,1650
0,2012/10/3,1655
0,2012/10/3,1700
0,2012/10/3,1705
198,2012/10/3,1710
61,2012/10/3,1715
75,2012/10/3,1720
0,2012/10/3,1725
0,2012/10/3,1730
193,2012/10/3,1735
298,2012/10/3,1740
0,2012/10/3,1745
15,2012/10/3,1750
21,2012/10/3,1755
0,2012/10/3,1800
0,2012/10/3,1805
0,2012/10/3,1810
0,2012/10/3,1815
51,2012/10/3,1820
36,2012/10/3,1825
0,2012/10/3,1830
26,2012/10/3,1835
22,2012/10/3,1840
0,2012/10/3,1845
39,2012/10/3,1850
52,2012/10/3,1855
15,2012/10/3,1900
41,2012/10/3,1905
0,2012/10/3,1910
42,2012/10/3,1915
0,2012/10/3,1920
0,2012/10/3,1925
159,2012/10/3,1930
32,2012/10/3,1935
0,2012/10/3,1940
0,2012/10/3,1945
0,2012/10/3,1950
0,2012/10/3,1955
34,2012/10/3,2000
0,2012/10/3,2005
0,2012/10/3,2010
0,2012/10/3,2015
0,2012/10/3,2020
36,2012/10/3,2025
73,2012/10/3,2030
9,2012/10/3,2035
0,2012/10/3,2040
0,2012/10/3,2045
0,2012/10/3,2050
0,2012/10/3,2055
0,2012/10/3,2100
0,2012/10/3,2105
0,2012/10/3,2110
0,2012/10/3,2115
0,2012/10/3,2120
0,2012/10/3,2125
90,2012/10/3,2130
128,2012/10/3,2135
46,2012/10/3,2140
0,2012/10/3,2145
0,2012/10/3,2150
0,2012/10/3,2155
0,2012/10/3,2200
0,2012/10/3,2205
0,2012/10/3,2210
0,2012/10/3,2215
0,2012/10/3,2220
0,2012/10/3,2225
0,2012/10/3,2230
0,2012/10/3,2235
0,2012/10/3,2240
0,2012/10/3,2245
0,2012/10/3,2250
0,2012/10/3,2255
0,2012/10/3,2300
0,2012/10/3,2305
0,2012/10/3,2310
0,2012/10/3,2315
0,2012/10/3,2320
0,2012/10/3,2325
0,2012/10/3,2330
0,2012/10/3,2335
0,2012/10/3,2340
8,2012/10/3,2345
0,2012/10/3,2350
0,2012/10/3,2355
47,2012/10/4,0
0,2012/10/4,5
0,2012/10/4,10
0,2012/10/4,15
0,2012/10/4,20
0,2012/10/4,25
0,2012/10/4,30
0,2012/10/4,35
0,2012/10/4,40
0,2012/10/4,45
0,2012/10/4,50
0,2012/10/4,55
0,2012/10/4,100
0,2012/10/4,105
0,2012/10/4,110
0,2012/10/4,115
0,2012/10/4,120
0,2012/10/4,125
0,2012/10/4,130
0,2012/10/4,135
0,2012/10/4,140
0,2012/10/4,145
0,2012/10/4,150
0,2012/10/4,155
0,2012/10/4,200
0,2012/10/4,205
0,2012/10/4,210
0,2012/10/4,215
0,2012/10/4,220
0,2012/10/4,225
0,2012/10/4,230
0,2012/10/4,235
0,2012/10/4,240
0,2012/10/4,245
0,2012/10/4,250
0,2012/10/4,255
0,2012/10/4,300
0,2012/10/4,305
0,2012/10/4,310
0,2012/10/4,315
0,2012/10/4,320
0,2012/10/4,325
0,2012/10/4,330
0,2012/10/4,335
0,2012/10/4,340
0,2012/10/4,345
0,2012/10/4,350
0,2012/10/4,355
0,2012/10/4,400
0,2012/10/4,405
0,2012/10/4,410
0,2012/10/4,415
0,2012/10/4,420
0,2012/10/4,425
0,2012/10/4,430
0,2012/10/4,435
0,2012/10/4,440
0,2012/10/4,445
0,2012/10/4,450
0,2012/10/4,455
0,2012/10/4,500
0,2012/10/4,505
7,2012/10/4,510
18,2012/10/4,515
57,2012/10/4,520
40,2012/10/4,525
0,2012/10/4,530
0,2012/10/4,535
0,2012/10/4,540
0,2012/10/4,545
16,2012/10/4,550
1,2012/10/4,555
0,2012/10/4,600
18,2012/10/4,605
20,2012/10/4,610
40,2012/10/4,615
36,2012/10/4,620
17,2012/10/4,625
49,2012/10/4,630
86,2012/10/4,635
49,2012/10/4,640
0,2012/10/4,645
29,2012/10/4,650
59,2012/10/4,655
7,2012/10/4,700
25,2012/10/4,705
30,2012/10/4,710
31,2012/10/4,715
7,2012/10/4,720
18,2012/10/4,725
113,2012/10/4,730
181,2012/10/4,735
87,2012/10/4,740
0,2012/10/4,745
0,2012/10/4,750
0,2012/10/4,755
57,2012/10/4,800
99,2012/10/4,805
507,2012/10/4,810
522,2012/10/4,815
510,2012/10/4,820
519,2012/10/4,825
508,2012/10/4,830
423,2012/10/4,835
499,2012/10/4,840
259,2012/10/4,845
31,2012/10/4,850
17,2012/10/4,855
0,2012/10/4,900
0,2012/10/4,905
0,2012/10/4,910
0,2012/10/4,915
0,2012/10/4,920
17,2012/10/4,925
0,2012/10/4,930
145,2012/10/4,935
453,2012/10/4,940
229,2012/10/4,945
144,2012/10/4,950
0,2012/10/4,955
0,2012/10/4,1000
0,2012/10/4,1005
82,2012/10/4,1010
0,2012/10/4,1015
0,2012/10/4,1020
0,2012/10/4,1025
0,2012/10/4,1030
0,2012/10/4,1035
0,2012/10/4,1040
0,2012/10/4,1045
0,2012/10/4,1050
0,2012/10/4,1055
0,2012/10/4,1100
0,2012/10/4,1105
0,2012/10/4,1110
0,2012/10/4,1115
0,2012/10/4,1120
180,2012/10/4,1125
21,2012/10/4,1130
0,2012/10/4,1135
0,2012/10/4,1140
0,2012/10/4,1145
0,2012/10/4,1150
0,2012/10/4,1155
160,2012/10/4,1200
79,2012/10/4,1205
0,2012/10/4,1210
0,2012/10/4,1215
0,2012/10/4,1220
46,2012/10/4,1225
66,2012/10/4,1230
127,2012/10/4,1235
0,2012/10/4,1240
0,2012/10/4,1245
0,2012/10/4,1250
0,2012/10/4,1255
0,2012/10/4,1300
0,2012/10/4,1305
31,2012/10/4,1310
0,2012/10/4,1315
0,2012/10/4,1320
0,2012/10/4,1325
0,2012/10/4,1330
0,2012/10/4,1335
28,2012/10/4,1340
496,2012/10/4,1345
78,2012/10/4,1350
0,2012/10/4,1355
0,2012/10/4,1400
0,2012/10/4,1405
0,2012/10/4,1410
0,2012/10/4,1415
0,2012/10/4,1420
0,2012/10/4,1425
0,2012/10/4,1430
77,2012/10/4,1435
20,2012/10/4,1440
7,2012/10/4,1445
1,2012/10/4,1450
128,2012/10/4,1455
354,2012/10/4,1500
310,2012/10/4,1505
0,2012/10/4,1510
0,2012/10/4,1515
25,2012/10/4,1520
15,2012/10/4,1525
0,2012/10/4,1530
0,2012/10/4,1535
0,2012/10/4,1540
0,2012/10/4,1545
33,2012/10/4,1550
33,2012/10/4,1555
32,2012/10/4,1600
66,2012/10/4,1605
77,2012/10/4,1610
0,2012/10/4,1615
44,2012/10/4,1620
0,2012/10/4,1625
0,2012/10/4,1630
0,2012/10/4,1635
0,2012/10/4,1640
0,2012/10/4,1645
0,2012/10/4,1650
0,2012/10/4,1655
0,2012/10/4,1700
0,2012/10/4,1705
0,2012/10/4,1710
0,2012/10/4,1715
0,2012/10/4,1720
40,2012/10/4,1725
0,2012/10/4,1730
37,2012/10/4,1735
90,2012/10/4,1740
53,2012/10/4,1745
73,2012/10/4,1750
92,2012/10/4,1755
285,2012/10/4,1800
527,2012/10/4,1805
531,2012/10/4,1810
547,2012/10/4,1815
175,2012/10/4,1820
114,2012/10/4,1825
62,2012/10/4,1830
0,2012/10/4,1835
59,2012/10/4,1840
65,2012/10/4,1845
0,2012/10/4,1850
101,2012/10/4,1855
43,2012/10/4,1900
0,2012/10/4,1905
0,2012/10/4,1910
0,2012/10/4,1915
49,2012/10/4,1920
21,2012/10/4,1925
0,2012/10/4,1930
16,2012/10/4,1935
56,2012/10/4,1940
0,2012/10/4,1945
0,2012/10/4,1950
0,2012/10/4,1955
0,2012/10/4,2000
0,2012/10/4,2005
0,2012/10/4,2010
0,2012/10/4,2015
0,2012/10/4,2020
0,2012/10/4,2025
0,2012/10/4,2030
0,2012/10/4,2035
17,2012/10/4,2040
15,2012/10/4,2045
0,2012/10/4,2050
0,2012/10/4,2055
27,2012/10/4,2100
106,2012/10/4,2105
122,2012/10/4,2110
41,2012/10/4,2115
35,2012/10/4,2120
6,2012/10/4,2125
0,2012/10/4,2130
0,2012/10/4,2135
68,2012/10/4,2140
0,2012/10/4,2145
0,2012/10/4,2150
0,2012/10/4,2155
0,2012/10/4,2200
0,2012/10/4,2205
0,2012/10/4,2210
0,2012/10/4,2215
0,2012/10/4,2220
0,2012/10/4,2225
0,2012/10/4,2230
0,2012/10/4,2235
0,2012/10/4,2240
0,2012/10/4,2245
0,2012/10/4,2250
0,2012/10/4,2255
0,2012/10/4,2300
0,2012/10/4,2305
0,2012/10/4,2310
0,2012/10/4,2315
0,2012/10/4,2320
0,2012/10/4,2325
0,2012/10/4,2330
0,2012/10/4,2335
0,2012/10/4,2340
0,2012/10/4,2345
0,2012/10/4,2350
0,2012/10/4,2355
0,2012/10/5,0
0,2012/10/5,5
0,2012/10/5,10
0,2012/10/5,15
0,2012/10/5,20
0,2012/10/5,25
0,2012/10/5,30
0,2012/10/5,35
0,2012/10/5,40
0,2012/10/5,45
0,2012/10/5,50
0,2012/10/5,55
0,2012/10/5,100
0,2012/10/5,105
0,2012/10/5,110
0,2012/10/5,115
0,2012/10/5,120
0,2012/10/5,125
0,2012/10/5,130
0,2012/10/5,135
0,2012/10/5,140
9,2012/10/5,145
14,2012/10/5,150
0,2012/10/5,155
0,2012/10/5,200
0,2012/10/5,205
0,2012/10/5,210
0,2012/10/5,215
0,2012/10/5,220
7,2012/10/5,225
0,2012/10/5,230
0,2012/10/5,235
